outbreakId,reportId,diseaseName,diseaseType,startDate,endDate,status,totalOutbreaks,totalCases,locationName,species,animalCategoryLabel,isClusterLabel,latitude,longitude,animalCategory,isCluster,geometry,date
145328,4247,H5N1 (HPAI non. Plt),,1/12/2024,,Continuing,1,,Douglas County,Birds,Domestic,No,38.963,-95.234,domestic,FALSE,POINT (-95.2294921875 38.95940879245421),2024-12-01
107358,4247,H5N1 (HPAI non. Plt),,21/09/2022,30/01/2023,Resolved,1,,Mesa County,Birds,Domestic,No,39.054,-108.548,domestic,FALSE,POINT (-108.544921875 39.0533181067413),2022-09-21
128770,4247,H5N1 (HPAI non. Plt),,29/11/2023,8/04/2024,Resolved,1,,Shawnee County,Birds,Domestic,No,39.05,-95.671,domestic,FALSE,POINT (-95.6689453125 39.0533181067413),2023-11-29
109924,4247,H5N1 (HPAI non. Plt),,25/11/2022,1/04/2023,Resolved,1,,Jackson County,Birds,Domestic,No,39.078,-94.579,domestic,FALSE,POINT (-94.581298828125 39.078908097064755),2022-11-25
108252,4247,H5N1 (HPAI non. Plt),,6/10/2022,15/02/2023,Resolved,1,,Jackson County,Birds,Domestic,No,39.092,-94.416,domestic,FALSE,POINT (-94.41650390625 39.09596293630548),2022-10-06
104850,4247,H5N1 (HPAI non. Plt),,28/06/2022,19/12/2022,Resolved,1,,Carson City,Birds,Domestic,No,39.123,-119.772,domestic,FALSE,POINT (-119.77294921875 39.12153746241924),2022-06-28
147235,4247,H5N1 (HPAI non. Plt),,1/12/2024,,Continuing,1,,Howard County,Birds,Domestic,No,39.146,-92.683,domestic,FALSE,POINT (-92.6806640625 39.14710270770075),2024-12-01
110669,4247,H5N1 (HPAI non. Plt),,13/12/2022,17/04/2023,Resolved,1,,Mendocino County,Birds,Domestic,No,39.152,-123.213,domestic,FALSE,POINT (-123.211669921875 39.15562239342324),2022-12-13
99298,4247,empty strain - H5N1 (HPAI non. Plt),,9/03/2022,30/06/2022,Resolved,1,,Clay County,Pelecanus erythrorhynchos,Wild,No,39.187,-94.449,wild,FALSE,POINT (-94.449462890625 39.189690821096775),2022-03-09
105105,4247,H5N1 (HPAI non. Plt),,14/07/2022,31/12/2022,Resolved,1,,Colusa County,Branta canadensis,Wild,No,39.215,-122.015,wild,FALSE,POINT (-122.01416015625 39.21523130910492),2022-07-14
114055,4247,H5N1 (HPAI non. Plt),,7/02/2023,12/06/2023,Resolved,1,,Carroll County,Birds,Domestic,No,39.358,-93.497,domestic,FALSE,POINT (-93.49365234375 39.35978526868999),2023-02-07
128630,4247,H5N1 (HPAI non. Plt),,13/11/2023,4/04/2024,Resolved,1,,Pottawatomie County,Birds,Domestic,No,39.395,-96.415,domestic,FALSE,POINT (-96.416015625 39.39375459224348),2023-11-13
100286,4247,empty strain - H5N1 (HPAI non. Plt),,18/03/2022,30/06/2022,Resolved,1,,Mitchell County,Haliaeetus leucocephalus,Wild,No,39.451,-98.109,wild,FALSE,POINT (-98.10791015625 39.45316112807393),2022-03-18
117308,4247,empty strain - H5N1 (HPAI non. Plt),,7/04/2023,11/08/2023,Resolved,1,,Mitchell County,Birds,Domestic,No,39.459,-98.108,domestic,FALSE,POINT (-98.10791015625 39.46164364205549),2023-04-07
102113,4247,empty strain - H5N1 (HPAI non. Plt),,20/03/2022,25/08/2022,Resolved,1,,Mitchell County,Birds,Domestic,No,39.48,-98.103,domestic,FALSE,POINT (-98.10791015625 39.47860556892209),2022-03-20
152600,4247,H5N1 (HPAI non. Plt),,18/02/2025,,Continuing,1,,Churchill County,Birds,Domestic,No,39.476,-118.777,domestic,FALSE,POINT (-118.773193359375 39.47860556892209),2025-02-18
146554,4247,H5N1 (HPAI non. Plt),,12/12/2024,,Continuing,1,,Butte County,Birds,Domestic,No,39.514,-121.567,domestic,FALSE,POINT (-121.563720703125 39.51251701659638),2024-12-12
105966,4247,H5N1 (HPAI non. Plt),,11/08/2022,19/01/2023,Resolved,1,,Butte County,Birds,Domestic,No,39.519,-121.572,domestic,FALSE,POINT (-121.57470703125 39.520992293571965),2022-08-11
130941,4247,H5N1 (HPAI non. Plt),,20/11/2023,31/12/2023,Resolved,1,6,Washoe County,Callipepla californica,Wild,No,39.54,-119.803,wild,FALSE,POINT (-119.805908203125 39.53793974517629),2023-11-20
99305,4247,empty strain - H5N1 (HPAI non. Plt),,10/03/2022,15/08/2022,Resolved,1,,Ralls County,Birds,Domestic,No,39.578,-91.396,domestic,FALSE,POINT (-91.395263671875 39.58029027440864),2022-03-10
116478,4247,H5N1 (HPAI non. Plt),,16/03/2023,22/09/2023,Resolved,1,,Arapahoe County,Birds,Domestic,No,39.613,-105.014,domestic,FALSE,POINT (-105.018310546875 39.61415207700267),2023-03-16
130094,4247,H5N1 (HPAI non. Plt),,18/12/2023,11/05/2024,Resolved,1,,Arapahoe County,Birds,Domestic,No,39.613,-105.008,domestic,FALSE,POINT (-105.00732421875 39.61415207700267),2023-12-18
108965,4247,H5N1 (HPAI non. Plt),,16/10/2022,31/12/2022,Resolved,1,,Denver County,"Amazonetta brasiliensis, Anser cygnoides, Branta ruficollis, Bucephala islandica, Phoenicopterus chilensis, Spatula puna ",Wild,No,39.74,-104.989,wild,FALSE,POINT (-104.9853515625 39.740986355883564),2022-10-16
110911,4247,H5N1 (HPAI non. Plt),,21/10/2022,31/12/2022,Resolved,1,,Denver County,"Aythya baeri, Mergellus albellus, Mergus squamatus",Wild,No,39.739,-104.987,wild,FALSE,POINT (-104.9853515625 39.740986355883564),2022-10-21
119032,4247,H5N1 (HPAI non. Plt),,12/05/2023,30/06/2023,Resolved,1,,Denver County,Buteo regalis,Wild,No,39.739,-104.99,wild,FALSE,POINT (-104.9853515625 39.740986355883564),2023-05-12
110665,4247,H5N1 (HPAI non. Plt),,3/12/2022,17/04/2023,Resolved,1,,Butte County,Birds,Domestic,No,39.753,-121.824,domestic,FALSE,POINT (-121.827392578125 39.74943369178246),2022-12-03
147246,4247,H5N1 (HPAI non. Plt),,22/12/2024,,Continuing,1,,Phillips County,Birds,Domestic,No,39.756,-99.324,domestic,FALSE,POINT (-99.327392578125 39.75787999202174),2024-12-22
148265,4247,H5N1 (HPAI non. Plt),,5/01/2025,,Continuing,1,,Phillips County,Birds,Domestic,No,39.756,-99.323,domestic,FALSE,POINT (-99.327392578125 39.75787999202174),2025-01-05
103432,4247,empty strain - H5N1 (HPAI non. Plt),,13/05/2022,14/09/2022,Resolved,1,2,Jefferson County,Anas platyrhynchos,Wild,No,39.776,-105.185,wild,FALSE,POINT (-105.18310546875 39.77476948529548),2022-05-13
114088,4247,H5N1 (HPAI non. Plt),,31/12/2022,6/07/2023,Resolved,1,,Doniphan County,Birds,Domestic,No,39.786,-95.089,domestic,FALSE,POINT (-95.086669921875 39.78321267821704),2022-12-31
145481,4247,H5N1 (HPAI non. Plt),,6/12/2024,,Continuing,1,,Jewell County,Birds,Domestic,No,39.787,-98.209,domestic,FALSE,POINT (-98.206787109375 39.78321267821704),2024-12-06
145327,4247,H5N1 (HPAI non. Plt),,26/11/2024,,Continuing,1,,Utah County,Birds,Domestic,No,40.053,-111.674,domestic,FALSE,POINT (-111.676025390625 40.05284760182397),2024-11-26
127479,4247,H5N1 (HPAI non. Plt),,7/11/2023,17/03/2024,Resolved,1,,Utah County,Birds,Domestic,No,40.232,-111.658,domestic,FALSE,POINT (-111.654052734375 40.22921818870117),2023-11-07
109107,4247,H5N1 (HPAI non. Plt),,15/11/2022,17/03/2023,Resolved,1,,Utah County,Birds,Domestic,No,40.234,-111.659,domestic,FALSE,POINT (-111.654052734375 40.23760536584024),2022-11-15
102114,4247,empty strain - H5N1 (HPAI non. Plt),,23/03/2022,26/08/2022,Resolved,1,,Gentry County,Birds,Domestic,No,40.256,-94.331,domestic,FALSE,POINT (-94.32861328125 40.254376603726485),2022-03-23
128495,4247,H5N1 (HPAI non. Plt),,23/11/2023,28/03/2024,Resolved,1,,Morgan County,Birds,Domestic,No,40.252,-103.789,domestic,FALSE,POINT (-103.787841796875 40.254376603726485),2023-11-23
135960,4247,H5N1 (HPAI non. Plt),,24/06/2024,,Continuing,1,,Morgan County,Birds,Domestic,No,40.252,-103.788,domestic,FALSE,POINT (-103.787841796875 40.254376603726485),2024-06-24
101863,4247,empty strain - H5N1 (HPAI non. Plt),,11/04/2022,7/10/2022,Resolved,1,,Utah County,Birds,Domestic,No,40.262,-111.574,domestic,FALSE,POINT (-111.5771484375 40.262760664371825),2022-04-11
110192,4247,H5N1 (HPAI non. Plt),,25/11/2022,6/04/2023,Resolved,1,,Harrison County,Birds,Domestic,No,40.269,-94.036,domestic,FALSE,POINT (-94.031982421875 40.2711436860842),2022-11-25
103501,4247,empty strain - H5N1 (HPAI non. Plt),,18/05/2022,30/06/2022,Resolved,1,,Utah County,Spheniscidae (incognita),Wild,No,40.281,-111.576,wild,FALSE,POINT (-111.5771484375 40.27952566881291),2022-05-18
108365,4247,H5N1 (HPAI non. Plt),,1/10/2022,12/02/2023,Resolved,1,,Weld County,Birds,Domestic,No,40.393,-104.68,domestic,FALSE,POINT (-104.677734375 40.39676430557202),2022-10-01
112081,4247,H5N1 (HPAI non. Plt),,15/12/2022,31/12/2022,Resolved,1,,Lassen County,Aechmophorus occidentalis,Wild,No,40.417,-120.663,wild,FALSE,POINT (-120.662841796875 40.41349604970196),2022-12-15
129249,4247,H5N1 (HPAI non. Plt),,6/12/2023,22/04/2024,Resolved,1,,Lassen County,Birds,Domestic,No,40.417,-120.663,domestic,FALSE,POINT (-120.662841796875 40.41349604970196),2023-12-06
111940,4247,H5N1 (HPAI non. Plt),,31/12/2022,7/05/2023,Resolved,1,,Weld County,Birds,Domestic,No,40.425,-104.694,domestic,FALSE,POINT (-104.688720703125 40.42186036204518),2022-12-31
126560,4247,H5N1 (HPAI non. Plt),,7/10/2023,10/02/2024,Resolved,1,,Weld County,Birds,Domestic,No,40.425,-104.694,domestic,FALSE,POINT (-104.688720703125 40.42186036204518),2023-10-07
129064,4247,H5N1 (HPAI non. Plt),,12/12/2023,10/04/2024,Resolved,1,,Weld County,Birds,Domestic,No,40.425,-104.694,domestic,FALSE,POINT (-104.688720703125 40.42186036204518),2023-12-12
137471,4247,H5N1 (HPAI non. Plt),,10/07/2024,31/12/2024,Resolved,1,,Weld County,"Calamospiza melanocorys, Chondestes grammacus, Tyrannus verticalis",Wild,No,40.425,-104.694,wild,FALSE,POINT (-104.688720703125 40.42186036204518),2024-07-10
144057,4247,H5N1 (HPAI non. Plt),,14/11/2024,,Continuing,1,,Weld County,Birds,Domestic,No,40.424,-104.694,domestic,FALSE,POINT (-104.688720703125 40.42186036204518),2024-11-14
151600,4247,H5N1 (HPAI non. Plt),,3/02/2025,,Continuing,1,,Weld County,Birds,Domestic,No,40.424,-104.693,domestic,FALSE,POINT (-104.688720703125 40.42186036204518),2025-02-03
117831,4247,H5N1 (HPAI non. Plt),,17/04/2023,22/08/2023,Resolved,1,,Routt County,Birds,Domestic,No,40.485,-106.832,domestic,FALSE,POINT (-106.8310546875 40.48873742102282),2023-04-17
151502,4247,H5N1 (HPAI non. Plt),,22/01/2025,,Continuing,1,,Kearney County,Birds,Domestic,No,40.499,-98.949,domestic,FALSE,POINT (-98.953857421875 40.497092372695676),2025-01-22
114806,4247,H5N1 (HPAI non. Plt),,18/02/2023,28/06/2023,Resolved,1,,Moffat County,Birds,Domestic,No,40.514,-107.55,domestic,FALSE,POINT (-107.545166015625 40.513799155044126),2023-02-18
117562,4247,H5N1 (HPAI non. Plt),,12/04/2023,16/08/2023,Resolved,1,,Moffat County,Birds,Domestic,No,40.514,-107.55,domestic,FALSE,POINT (-107.545166015625 40.513799155044126),2023-04-12
108364,4247,H5N1 (HPAI non. Plt),,6/10/2022,15/02/2023,Resolved,1,,Larimer County,Birds,Domestic,No,40.581,-105.68,domestic,FALSE,POINT (-105.677490234375 40.58058466412763),2022-10-06
110031,4247,H5N1 (HPAI non. Plt),,30/11/2022,31/03/2023,Resolved,1,,Larimer County,Birds,Domestic,No,40.585,-105.073,domestic,FALSE,POINT (-105.0732421875 40.58892816969373),2022-11-30
112753,4247,H5N1 (HPAI non. Plt),,17/01/2023,25/05/2023,Resolved,1,,Larimer County,Birds,Domestic,No,40.587,-105.079,domestic,FALSE,POINT (-105.084228515625 40.58892816969373),2023-01-17
135961,4247,H5N1 (HPAI non. Plt),,18/06/2024,25/10/2024,Resolved,1,,Larimer County,Birds,Domestic,No,40.587,-105.078,domestic,FALSE,POINT (-105.0732421875 40.58892816969373),2024-06-18
151593,4247,H5N1 (HPAI non. Plt),,28/01/2025,,Continuing,1,,Larimer County,Birds,Domestic,No,40.589,-105.079,domestic,FALSE,POINT (-105.084228515625 40.58892816969373),2025-01-28
145325,4247,H5N1 (HPAI non. Plt),,17/11/2024,,Continuing,1,,Salt Lake County,Birds,Domestic,No,40.759,-111.887,domestic,FALSE,POINT (-111.884765625 40.75557964275589),2024-11-17
104464,4247,H5N1 (HPAI non. Plt),,28/05/2022,8/11/2022,Resolved,1,,Salt Lake County,Birds,Domestic,No,40.768,-111.95,domestic,FALSE,POINT (-111.95068359375 40.76390128094587),2022-05-28
98954,4247,empty strain - H5N1 (HPAI non. Plt),,6/03/2022,30/06/2022,Resolved,1,,Lancaster County,Anser rossii,Wild,No,40.7702,-96.6837,wild,FALSE,POINT (-96.6796875 40.77222187732903),2022-03-06
104849,4247,H5N1 (HPAI non. Plt),,27/06/2022,27/11/2022,Resolved,1,,Salt Lake County,Birds,Domestic,No,40.769,-111.979,domestic,FALSE,POINT (-111.983642578125 40.77222187732903),2022-06-27
103502,4247,empty strain - H5N1 (HPAI non. Plt),,12/05/2022,14/10/2022,Resolved,1,,Salt Lake County,Birds,Domestic,No,40.808,-112.056,domestic,FALSE,POINT (-112.060546875 40.80549384389414),2022-05-12
110027,4247,H5N1 (HPAI non. Plt),,18/10/2022,31/12/2022,Resolved,1,,York County,Passer domesticus,Wild,No,40.859,-97.593,wild,FALSE,POINT (-97.591552734375 40.85537053192493),2022-10-18
100291,4247,empty strain - H5N1 (HPAI non. Plt),,24/03/2022,30/06/2022,Resolved,1,,Sedgwick County,Anser caerulescens,Wild,No,40.967,-102.247,wild,FALSE,POINT (-102.249755859375 40.963307953073524),2022-03-24
128815,4247,H5N1 (HPAI non. Plt),,5/12/2023,7/04/2024,Resolved,1,,Mills County,Birds,Domestic,No,41.047,-95.743,domestic,FALSE,POINT (-95.745849609375 41.04621681452065),2023-12-05
99303,4247,empty strain - H5N1 (HPAI non. Plt),,5/03/2022,18/08/2022,Resolved,1,,Merrick County,Birds,Domestic,No,41.113,-97.98,domestic,FALSE,POINT (-97.97607421875 41.112468789180895),2022-03-05
147234,4247,H5N1 (HPAI non. Plt),,8/12/2024,,Continuing,1,,Sarpy County,Birds,Domestic,No,41.141,-96.039,domestic,FALSE,POINT (-96.04248046875 41.137296061122754),2024-12-08
108973,4247,H5N1 (HPAI non. Plt),,26/10/2022,26/02/2023,Resolved,1,,Louisa County,Birds,Domestic,No,41.179,-91.186,domestic,FALSE,POINT (-91.1865234375 41.17865397233166),2022-10-26
106299,4247,H5N1 (HPAI non. Plt),,21/08/2022,20/01/2023,Resolved,1,,Weber County,Birds,Domestic,No,41.234,-111.994,domestic,FALSE,POINT (-111.99462890625 41.2365112012462),2022-08-21
129432,4247,H5N1 (HPAI non. Plt),,11/12/2023,18/04/2024,Resolved,1,,Mahaska County,Birds,Domestic,No,41.295,-92.643,domestic,FALSE,POINT (-92.647705078125 41.29431726315258),2023-12-11
98481,4247,empty strain - H5N1 (HPAI non. Plt),,17/02/2022,4/08/2022,Resolved,1,,Pottawattamie County,Birds,Domestic,No,41.332,-95.587,domestic,FALSE,POINT (-95.592041015625 41.33557597312392),2022-02-17
99310,4247,empty strain - H5N1 (HPAI non. Plt),,15/03/2022,30/09/2022,Resolved,1,,Warren County,Birds,Domestic,No,41.356,-93.601,domestic,FALSE,POINT (-93.603515625 41.35207214451293),2022-03-15
151587,4247,H5N1 (HPAI non. Plt),,23/01/2025,,Continuing,1,,Nance County,Birds,Domestic,No,41.364,-97.967,domestic,FALSE,POINT (-97.965087890625 41.36031866306709),2025-01-23
129434,4247,H5N1 (HPAI non. Plt),,9/12/2023,23/04/2024,Resolved,1,,Dodge County,Birds,Domestic,No,41.433,-96.498,domestic,FALSE,POINT (-96.492919921875 41.43449030894922),2023-12-09
128352,4247,H5N1 (HPAI non. Plt),,22/11/2023,24/03/2024,Resolved,1,,Colfax County,Birds,Domestic,No,41.447,-97.055,domestic,FALSE,POINT (-97.05322265625 41.4509614012039),2023-11-22
117460,4247,H5N1 (HPAI non. Plt),,5/04/2023,11/08/2023,Resolved,1,,Modoc County,Birds,Domestic,No,41.483,-120.54,domestic,FALSE,POINT (-120.5419921875 41.48389104267176),2023-04-05
102685,4247,empty strain - H5N1 (HPAI non. Plt),,19/04/2022,29/09/2022,Resolved,1,,Washington County,Birds,Domestic,No,41.551,-96.097,domestic,FALSE,POINT (-96.097412109375 41.54970014513273),2022-04-19
99301,4247,empty strain - H5N1 (HPAI non. Plt),,10/03/2022,30/06/2022,Resolved,1,,Polk County,Anas platyrhynchos,Wild,No,41.559,-93.54,wild,FALSE,POINT (-93.53759765625 41.557921577804194),2022-03-10
101233,4247,empty strain - H5N1 (HPAI non. Plt),,7/03/2022,30/06/2022,Resolved,1,,Polk County,Anas platyrhynchos,Wild,No,41.609,-93.611,wild,FALSE,POINT (-93.614501953125 41.60722821271716),2022-03-07
108211,4247,H5N1 (HPAI non. Plt),,19/10/2022,14/11/2022,Resolved,1,,Dallas County,Birds,Domestic,No,41.614,-94.018,domestic,FALSE,POINT (-94.02099609375 41.615442324681084),2022-10-19
145479,4247,H5N1 (HPAI non. Plt),,7/12/2024,,Continuing,1,,Dodge County,Birds,Domestic,No,41.661,-96.666,domestic,FALSE,POINT (-96.668701171875 41.66470503009205),2024-12-07
126881,4247,H5N1 (HPAI non. Plt),,22/10/2023,29/02/2024,Resolved,1,,Guthrie County,Birds,Domestic,No,41.678,-94.502,domestic,FALSE,POINT (-94.50439453125 41.68111756290651),2023-10-22
107359,4247,H5N1 (HPAI non. Plt),,29/09/2022,28/01/2023,Resolved,1,,Cache County,Birds,Domestic,No,41.708,-111.848,domestic,FALSE,POINT (-111.851806640625 41.705728515237524),2022-09-29
144402,4247,H5N1 (HPAI non. Plt),,31/10/2024,31/12/2024,Resolved,1,,Cache County,"Melospiza melodia, Passerculus sandwichensis, Zenaida asiatica",Wild,No,41.734,-111.836,wild,FALSE,POINT (-111.8408203125 41.730330050466534),2024-10-31
107897,4247,H5N1 (HPAI non. Plt),,9/05/2022,24/05/2022,Resolved,1,,Cache County,Dromaius novaehollandiae,Wild,No,41.735,-111.835,wild,FALSE,POINT (-111.829833984375 41.73852846935915),2022-05-09
103125,4247,empty strain - H5N1 (HPAI non. Plt),,9/05/2022,11/10/2022,Resolved,1,,Cache County,Birds,Domestic,No,41.746,-111.895,domestic,FALSE,POINT (-111.895751953125 41.746725841769376),2022-05-09
117274,4247,H5N1 (HPAI non. Plt),,21/03/2023,30/06/2023,Resolved,1,,Del Norte County,Larus glaucescens,Wild,No,41.753,-124.203,wild,FALSE,POINT (-124.200439453125 41.75492216766298),2023-03-21
103346,4247,empty strain - H5N1 (HPAI non. Plt),,2/05/2022,10/10/2022,Resolved,1,,Lincoln County,Birds,Domestic,No,41.772,-110.553,domestic,FALSE,POINT (-110.555419921875 41.77131167976407),2022-05-02
101547,4247,empty strain - H5N1 (HPAI non. Plt),,29/03/2022,13/09/2022,Resolved,1,,Scotts Bluff County,Birds,Domestic,No,41.815,-103.661,domestic,FALSE,POINT (-103.656005859375 41.8122671435998),2022-03-29
112038,4247,H5N1 (HPAI non. Plt),,31/12/2022,9/05/2023,Resolved,1,,Scotts Bluff County,Birds,Domestic,No,41.828,-103.662,domestic,FALSE,POINT (-103.6669921875 41.828642001860544),2022-12-31
147249,4247,H5N1 (HPAI non. Plt),,30/12/2024,,Continuing,1,,Clinton County,Birds,Domestic,No,41.851,-90.189,domestic,FALSE,POINT (-90.186767578125 41.85319643776674),2024-12-30
146547,4247,H5N1 (HPAI non. Plt),,12/12/2024,,Continuing,1,,Monona County,Birds,Domestic,No,42.024,-96.082,domestic,FALSE,POINT (-96.08642578125 42.02481360781778),2024-12-12
151605,4247,H5N1 (HPAI non. Plt),,5/02/2025,,Continuing,1,,Platte County,Birds,Domestic,No,42.056,-104.953,domestic,FALSE,POINT (-104.952392578125 42.05745022024681),2025-02-05
107360,4247,H5N1 (HPAI non. Plt),,30/09/2022,16/02/2023,Resolved,1,,Box Butte County,Birds,Domestic,No,42.098,-102.859,domestic,FALSE,POINT (-102.85400390625 42.09822241118974),2022-09-30
145038,4247,H5N1 (HPAI non. Plt),,15/11/2024,,Continuing,1,,Franklin County,Birds,Domestic,No,42.096,-111.878,domestic,FALSE,POINT (-111.873779296875 42.09822241118974),2024-11-15
127493,4247,H5N1 (HPAI non. Plt),,8/11/2023,13/03/2024,Resolved,1,,Jones County,Birds,Domestic,No,42.109,-91.29,domestic,FALSE,POINT (-91.285400390625 42.10637370579323),2023-11-08
127578,4247,empty strain - H5N1 (HPAI non. Plt),,13/11/2023,17/03/2024,Resolved,1,,Benton County,Birds,Domestic,No,42.168,-92.024,domestic,FALSE,POINT (-92.021484375 42.171546334527505),2023-11-13
106301,4247,H5N1 (HPAI non. Plt),,22/08/2022,31/12/2022,Resolved,1,,Klamath County,Anas cyanoptera,Wild,No,42.201,-121.766,wild,FALSE,POINT (-121.761474609375 42.204107493733176),2022-08-22
116481,4247,H5N1 (HPAI non. Plt),,18/03/2023,4/08/2023,Resolved,1,,Klamath County,Birds,Domestic,No,42.222,-121.784,domestic,FALSE,POINT (-121.783447265625 42.2203817837206),2023-03-18
133211,4247,H5N1 (HPAI non. Plt),,5/03/2024,10/07/2024,Resolved,1,,Klamath County,Birds,Domestic,No,42.223,-121.784,domestic,FALSE,POINT (-121.783447265625 42.2203817837206),2024-03-05
151584,4247,H5N1 (HPAI non. Plt),,15/01/2025,,Continuing,1,,Klamath County,Birds,Domestic,No,42.223,-121.784,domestic,FALSE,POINT (-121.783447265625 42.2203817837206),2025-01-15
144055,4247,H5N1 (HPAI non. Plt),,1/11/2024,,Continuing,1,,Jackson County,Birds,Domestic,No,42.322,-122.877,domestic,FALSE,POINT (-122.882080078125 42.3179394544685),2024-11-01
111942,4247,H5N1 (HPAI non. Plt),,22/12/2022,28/04/2023,Resolved,1,,Josephine County,Birds,Domestic,No,42.443,-123.325,domestic,FALSE,POINT (-123.321533203125 42.43967417814943),2022-12-22
100281,4247,empty strain - H5N1 (HPAI non. Plt),,23/03/2022,25/08/2022,Resolved,1,,Holt County,Birds,Domestic,No,42.451,-98.629,domestic,FALSE,POINT (-98.624267578125 42.44778143462244),2022-03-23
128497,4247,H5N1 (HPAI non. Plt),,22/11/2023,5/04/2024,Resolved,1,,Woodbury County,Birds,Domestic,No,42.497,-96.406,domestic,FALSE,POINT (-96.405029296875 42.49640294093706),2023-11-22
128498,4247,H5N1 (HPAI non. Plt),,28/11/2023,5/04/2024,Resolved,1,,Woodbury County,Birds,Domestic,No,42.497,-96.406,domestic,FALSE,POINT (-96.405029296875 42.49640294093706),2023-11-28
134372,4247,H5N1 (HPAI non. Plt),,19/04/2024,22/11/2024,Resolved,1,,Cassia County,Birds,Domestic,No,42.534,-113.793,domestic,FALSE,POINT (-113.79638671875 42.53689200787315),2024-04-19
134498,4247,H5N1 (HPAI non. Plt),,29/04/2024,13/09/2024,Resolved,1,,Cassia County,Birds,Domestic,No,42.534,-113.792,domestic,FALSE,POINT (-113.79638671875 42.53689200787315),2024-04-29
106718,4247,H5N1 (HPAI non. Plt),,7/09/2022,13/02/2023,Resolved,1,,Twin Falls 01,Birds,Domestic,No,42.559,-114.47,domestic,FALSE,POINT (-114.466552734375 42.56117285531806),2022-09-07
136693,4247,H5N1 (HPAI non. Plt),,27/06/2024,11/12/2024,Resolved,1,,Twin Falls County,Birds,Domestic,No,42.561,-114.495,domestic,FALSE,POINT (-114.49951171875 42.56117285531806),2024-06-27
131969,4247,H5N1 (HPAI non. Plt),,1/02/2024,30/07/2024,Resolved,1,,Twin Falls County,Birds,Domestic,No,42.566,-114.494,domestic,FALSE,POINT (-114.488525390625 42.56926437219383),2024-02-01
146553,4247,H5N1 (HPAI non. Plt),,19/12/2024,,Continuing,1,,Twin Falls County,Birds,Domestic,No,42.59,-114.438,domestic,FALSE,POINT (-114.43359375 42.59353262564994),2024-12-19
101862,4247,empty strain - H5N1 (HPAI non. Plt),,11/04/2022,26/10/2022,Resolved,1,,Caribou County,Birds,Domestic,No,42.671,-111.573,domestic,FALSE,POINT (-111.5771484375 42.67435857693383),2022-04-11
117459,4247,H5N1 (HPAI non. Plt),,8/04/2023,13/08/2023,Resolved,1,,Sheridan County,Birds,Domestic,No,42.718,-102.46,domestic,FALSE,POINT (-102.45849609375 42.71473218539458),2023-04-08
102964,4247,empty strain - H5N1 (HPAI non. Plt),,1/05/2022,13/10/2022,Resolved,1,,Bremer County,Birds,Domestic,No,42.721,-92.497,domestic,FALSE,POINT (-92.493896484375 42.722803757327284),2022-05-01
134608,4247,H5N1 (HPAI non. Plt),,5/05/2024,22/11/2024,Resolved,1,,Jerome County,Birds,Domestic,No,42.727,-114.318,domestic,FALSE,POINT (-114.312744140625 42.73087427928485),2024-05-05
135297,4247,H5N1 (HPAI non. Plt),,31/05/2024,22/11/2024,Resolved,1,,Jerome County,Birds,Domestic,No,42.727,-114.513,domestic,FALSE,POINT (-114.510498046875 42.73087427928485),2024-05-31
151504,4247,H5N1 (HPAI non. Plt),,23/01/2025,,Continuing,1,,Jerome County,Birds,Domestic,No,42.727,-114.578,domestic,FALSE,POINT (-114.576416015625 42.73087427928485),2025-01-23
108738,4247,H5N1 (HPAI non. Plt),,1/11/2022,6/03/2023,Resolved,1,,Converse County,Birds,Domestic,No,42.745,-105.376,domestic,FALSE,POINT (-105.380859375 42.74701217318068),2022-11-01
106907,4247,H5N1 (HPAI non. Plt),,12/09/2022,16/02/2023,Resolved,1,,Dawes 01,Birds,Domestic,No,42.828,-103.018,domestic,FALSE,POINT (-103.018798828125 42.827638636242284),2022-09-12
108614,4247,H5N1 (HPAI non. Plt),,8/10/2022,9/02/2023,Resolved,1,,Fremont County,Birds,Domestic,No,42.831,-108.724,domestic,FALSE,POINT (-108.720703125 42.827638636242284),2022-10-08
101096,4247,empty strain - H5N1 (HPAI non. Plt),,28/03/2022,1/09/2022,Resolved,1,,Fremont County,Birds,Domestic,No,42.848,-108.721,domestic,FALSE,POINT (-108.720703125 42.85180609584705),2022-03-28
102702,4247,empty strain - H5N1 (HPAI non. Plt),,6/04/2022,30/06/2022,Resolved,1,,Fremont County,Branta canadensis,Wild,No,42.849,-108.721,wild,FALSE,POINT (-108.720703125 42.85180609584705),2022-04-06
104360,4247,H5N1 (HPAI non. Plt),,10/06/2022,30/06/2022,Resolved,1,,Sublette County,Podiceps nigricollis,Wild,No,42.866,-109.878,wild,FALSE,POINT (-109.874267578125 42.86791248391532),2022-06-10
104361,4247,H5N1 (HPAI non. Plt),,10/06/2022,30/06/2022,Resolved,1,,Sublette County,Podiceps auritus,Wild,No,42.864,-109.853,wild,FALSE,POINT (-109.852294921875 42.86791248391532),2022-06-10
102117,4247,empty strain - H5N1 (HPAI non. Plt),,13/04/2022,20/09/2022,Resolved,1,,Gooding County,Birds,Domestic,No,42.948,-114.699,domestic,FALSE,POINT (-114.697265625 42.94838139765312),2022-04-13
